id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2318,Casa Madrona - Urban Oasis 1 block from the park!,2536,Megan,Central Area,Madrona,47.61094,-122.29286,Entire home/apt,475,30,32,2020-02-01,0.58,2,238
6606,"Fab, private seattle urban cottage!",14942,Joyce,Other neighborhoods,Wallingford,47.65444,-122.33629,Entire home/apt,102,2,153,2021-07-12,2.45,1,87
9419,Glorious sun room w/ memory foambed,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,75,2,149,2021-06-28,1.12,9,275
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,West Seattle,Fairmount Park,47.55495,-122.38663,Entire home/apt,165,5,45,2021-05-31,0.52,2,276
9534,The Coolest Tangerine Dream MIL!,31481,Cassie,West Seattle,Fairmount Park,47.55627,-122.38607,Entire home/apt,125,5,58,2021-04-25,0.58,2,311
9909,Luna Lower - West Seattle,33360,Laura,West Seattle,Fairmount Park,47.56612,-122.37273,Entire home/apt,88,30,76,2019-10-21,1.45,9,311
10209,Cozy West Seattle Home,31553,Mike & Cassandra,Delridge,High Point,47.5525,-122.36337,Private room,75,5,43,2021-07-01,0.31,3,242
25002,"Beautiful, Private Spot in Quiet Ballard",102684,Amanda,Ballard,Whittier Heights,47.67947,-122.37196,Entire home/apt,82,2,857,2021-07-05,11.99,1,99
30712,Cozy Ballard Apartment,107605,Al,Ballard,Loyal Heights,47.67843,-122.38207,Entire home/apt,67,30,97,2020-03-17,0.87,2,286
41401,Home Away From Home - MIL Suite,180441,Pina,Beacon Hill,Mid-Beacon Hill,47.55991,-122.31195,Entire home/apt,95,30,28,2017-05-06,0.23,1,194
68508,"Private Entry 180º Views City, Mountains & Lake",340192,Angela,Cascade,Eastlake,47.63815,-122.32344,Entire home/apt,149,30,0,,,2,123
107884,West Seattle/Alki Beach House,331494,Anne,West Seattle,Alki,47.57985,-122.40412,Entire home/apt,112,2,181,2021-07-07,1.64,1,139
116221,"Modern, Light-Filled Fremont Flat",587302,Danni,Other neighborhoods,Fremont,47.65474,-122.35546,Entire home/apt,75,90,45,2021-04-18,0.37,1,285
117165,Suite+Office in Gorgeous View Home,559827,Judith,West Seattle,Alki,47.57063,-122.4065,Private room,100,2,143,2021-06-01,1.82,2,294
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65244,-122.35108,Entire home/apt,89,3,426,2021-07-03,3.53,2,304
132120,Mother-in-Law Apartment in Seattle,378445,Ralph,Other neighborhoods,Wallingford,47.66938,-122.33516,Entire home/apt,75,30,126,2020-08-03,1.68,1,194
132160,Green Lake Guest Suite with Infrared Sauna,558743,Natalie,Other neighborhoods,Green Lake,47.68205,-122.34275,Entire home/apt,189,3,307,2021-07-06,3.58,1,121
140331,Metrobilly Retreat,683617,Jana,Central Area,Harrison/Denny-Blaine,47.62023,-122.29142,Private room,70,30,160,2021-06-03,2.63,1,300
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67757,-122.36172,Entire home/apt,300,30,27,2021-04-07,0.32,1,317
210316,"""The 5-Star House""  #9 The red room",2438665,Flor,Other neighborhoods,Crown Hill,47.70085,-122.367,Private room,60,30,75,2020-11-01,1.02,4,105
217142,Location! Monthly Discounts  spacious 2Bd/2Ba,8243075,Lori,Downtown,Belltown,47.61576,-122.34667,Entire home/apt,379,2,195,2021-06-13,2.31,4,277
218741,"Private, Large Room+Bath in Ballard",468703,Corinne & Tom,Ballard,Loyal Heights,47.68177,-122.38025,Private room,93,2,136,2021-06-01,1.60,2,141
224763,Location! Low Monthly Rates.  Luxury w/pkg inc.,8243075,Lori,Downtown,Belltown,47.61519,-122.34948,Entire home/apt,249,2,133,2021-07-06,1.53,4,265
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.66133,-122.40088,Private room,46,1,218,2020-03-01,9.46,2,220
226677,Sunny Parisian room w/ best cooling memoryfoam bed,30559,Angielena,Beacon Hill,Mid-Beacon Hill,47.55062,-122.31827,Private room,55,2,169,2021-06-22,2.34,9,321
233502,West Seattle room with private bath,1215564,Danielle,West Seattle,North Admiral,47.57178,-122.37466,Private room,60,30,1,2012-06-06,0.01,1,163
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.6411,-122.37446,Entire home/apt,375,1,104,2021-06-18,2.95,3,153
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.63626,-122.37083,Entire home/apt,165,30,299,2019-09-09,2.68,3,307
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67632,-122.36019,Entire home/apt,85,30,161,2019-10-31,1.41,1,131
260613,Charming Hideaway in North Ballard,1387754,Dot & Lucy,Ballard,Whittier Heights,47.687,-122.36697,Entire home/apt,125,3,87,2021-06-26,4.02,1,323
277416,Near Space Needle! Sunny 1 bd/1 ba WiFi CLEAN Prkg,8243075,Lori,Downtown,Belltown,47.61477,-122.34803,Entire home/apt,249,2,140,2021-06-04,3.00,4,235
278830,Shining Starlight house in Seattle,1452570,Emily,Queen Anne,West Queen Anne,47.6341,-122.37296,Entire home/apt,439,2,75,2020-02-16,1.69,4,101
284087,The Nest in the Heart of the City,721070,Suzanne,Downtown,First Hill,47.6121,-122.33,Entire home/apt,200,3,236,2021-07-01,2.81,1,296
299817,Cap Hill Mountain/Lake View Oasis,1545026,Anna,Capitol Hill,Stevens,47.62583,-122.29938,Entire home/apt,150,4,10,2019-08-17,0.10,1,260
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Cascade,Eastlake,47.64424,-122.32397,Entire home/apt,169,30,12,2021-02-12,0.10,1,301
338091,"spacious, great location w view",1717589,Judy,Capitol Hill,Broadway,47.61965,-122.32374,Entire home/apt,260,30,120,2019-10-06,1.07,3,351
340706,Charming Wallingford Apartment,1015653,David,Other neighborhoods,Wallingford,47.65431,-122.33358,Entire home/apt,70,4,201,2020-11-29,3.95,1,0
353110,West Seattle Backyard Vacation Cottage,1788284,Eric,West Seattle,North Admiral,47.58037,-122.39163,Entire home/apt,115,30,76,2021-06-30,2.06,1,133
353347,Vacation House West Seattle - Close to Beach,791459,Western Vacation,West Seattle,Arbor Heights,47.50494,-122.37792,Entire home/apt,140,5,46,2021-07-01,0.42,1,305
356248,Seattle 2 BR w Lovely Water Views | BlueStarBnB,306615,Tara,Capitol Hill,Portage Bay,47.65047,-122.32022,Entire home/apt,179,60,25,2019-12-30,1.09,2,131
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61401,-122.32235,Entire home/apt,295,3,147,2021-07-10,3.11,5,139
365550,art loft downtown~ID~Stadiums,1025723,Dirk & Jaq,Downtown,International District,47.60002,-122.32742,Private room,118,3,746,2021-07-02,7.73,1,140
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Other neighborhoods,Green Lake,47.68528,-122.33125,Entire home/apt,600,4,41,2021-06-02,0.50,1,301
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Other neighborhoods,Phinney Ridge,47.68271,-122.35768,Private room,109,3,235,2021-07-12,6.20,2,63
387078,Modern Capitol Hill. LOCATION Great Monthly Rates,1121532,Melissa,Capitol Hill,Broadway,47.62361,-122.32577,Entire home/apt,199,2,173,2021-06-29,3.69,8,280
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58576,-122.31581,Private room,89,3,268,2021-07-10,4.35,2,337
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57389,-122.31428,Entire home/apt,170,3,151,2021-05-15,2.50,1,117
421168,Greenwood Studio,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.70021,-122.35106,Private room,90,1,340,2021-07-13,4.04,1,143
430610,❤️󱀁 modern ✔roof deck ✔garage✔90Walkscore [Rare],165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.65356,-122.33952,Entire home/apt,395,5,107,2021-06-11,1.00,4,31
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Ballard,Whittier Heights,47.68444,-122.37338,Entire home/apt,99,4,308,2021-07-01,4.03,1,307
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Lake City,Cedar Park,47.71652,-122.29126,Entire home/apt,77,30,116,2019-02-13,2.46,1,148
491958,Columbia City Treehouse Vacation Rental,2431399,Jay,Rainier Valley,Columbia City,47.56007,-122.27873,Entire home/apt,79,2,355,2021-07-10,3.63,1,288
493591,the 5-star  house-# 5-> Marilyn Monroe's room,2438665,Flor,Other neighborhoods,Crown Hill,47.7019,-122.36781,Private room,50,30,181,2021-02-03,1.86,4,105
544433,"8, Sparkling Seattle Center",2612779,Serina,Queen Anne,Lower Queen Anne,47.61957,-122.35655,Entire home/apt,95,30,441,2019-09-02,5.24,1,189
552325,Amazing WaterView Condo near UW + Eastlake - 2B/1B,306615,Tara,Capitol Hill,Portage Bay,47.65043,-122.32021,Entire home/apt,299,30,28,2021-05-31,0.65,2,192
564428,Cute Bungalow #1 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57796,-122.29373,Private room,47,2,264,2019-11-03,3.61,1,188
565703,Garden Apartment in Madison Valley,2781551,Ron,Central Area,Mann,47.62125,-122.29697,Entire home/apt,155,30,312,2021-06-15,3.55,3,196
566435,"""The 5-Star House"" - # 6->The Hawaiian room",2438665,Flor,Other neighborhoods,Crown Hill,47.70084,-122.36738,Private room,75,30,90,2019-04-28,1.57,4,107
573942,Queen Bee room w/memory foam bed,30559,Angielena,Beacon Hill,Mid-Beacon Hill,47.55004,-122.31742,Private room,60,2,178,2021-07-05,2.17,9,337
580815,St. John's Apt. 319 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.6139,-122.32228,Entire home/apt,168,3,56,2021-03-22,1.02,5,125
598023,West Seattle Home at Alaska Junction!,2613029,Jeffrey,West Seattle,Genesee,47.56162,-122.38812,Private room,120,3,16,2019-11-14,0.64,1,362
604600,Seattle 1 br,103427,Jacqueline M,Downtown,Central Business District,47.61326,-122.33148,Entire home/apt,282,30,1,2014-09-11,0.01,2,365
607788,Seattle studio,103427,Jacqueline M,Downtown,Central Business District,47.61317,-122.33346,Private room,232,2,2,2013-10-17,0.02,2,365
609610,A place to stay: studio apartment,3022709,Laura,Rainier Valley,Columbia City,47.56994,-122.29403,Entire home/apt,250,30,22,2016-09-17,0.20,1,194
609701,Charming Fremont Garden Cottage,3023407,Nan,Other neighborhoods,Fremont,47.65607,-122.35899,Entire home/apt,99,4,529,2021-05-31,7.21,1,290
620518,Spacious quiet/deck Ravenna UW 04-5,3074414,Melissa,Other neighborhoods,Ravenna,47.67489,-122.29078,Entire home/apt,99,30,8,2015-09-21,0.07,104,313
635878,"Center UW Remodeled in 2021, Spacious 2 Beds (203)",3074414,Melissa,University District,University District,47.66313,-122.31428,Entire home/apt,91,2,30,2021-05-23,0.38,104,230
637710,Roots at the Center of the Universe,3181546,Farhad,Other neighborhoods,Fremont,47.653,-122.35595,Entire home/apt,205,2,115,2021-07-04,2.33,1,310
654734,Gorgeous Downtown/Convention Condo,3294357,Rachel & Grace,Downtown,First Hill,47.61311,-122.32947,Entire home/apt,169,30,82,2021-04-26,0.99,4,287
661708,Elegant Madison Park Townhome,3340441,Roberta,Central Area,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,245,30,10,2019-06-26,0.42,1,341
674113,Ethiopian cottage #2,3401993,Beth,Rainier Valley,Mount Baker,47.56878,-122.28531,Private room,42,30,232,2018-09-25,2.76,2,0
677266,Moulin Rouge room French style double room,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,75,2,97,2021-06-28,0.99,9,358
677365,Spacious West Seattle Mid Century Modern In-law,926885,Jamie & Kyle,Delridge,South Delridge,47.52957,-122.36013,Entire home/apt,116,1,171,2021-07-12,4.48,2,27
681866,Bright room in Seattle Judkins Park,103825,Patricia,Central Area,Atlantic,47.59245,-122.30322,Private room,60,30,43,2019-11-03,1.82,1,135
689309,Elegance and Coziness in Broadview,3520873,Philippe,Other neighborhoods,Broadview,47.72131,-122.35846,Private room,146,2,14,2021-06-04,0.16,1,330
699460,Ballard Artist's Studio,3587674,Patti And Benson,Ballard,Adams,47.67164,-122.38548,Private room,95,2,251,2021-07-05,3.47,1,311
703058,True Wallingford Craftsman,1611114,Craig,Other neighborhoods,Wallingford,47.65144,-122.33734,Entire home/apt,214,4,178,2021-07-06,4.15,1,60
704764,Elegant Vintage Craftsman Apartment With Garden,3620313,Catherine,Queen Anne,North Queen Anne,47.64057,-122.36956,Entire home/apt,186,1,290,2021-07-01,7.82,1,118
708774,Clean and Comfortable Eastlake/Lake Union 1 BR,316200,William,Cascade,Eastlake,47.64,-122.32412,Entire home/apt,109,30,133,2021-04-20,1.91,6,292
710370,Waterfront Madison Park Villa,1121532,Melissa,Capitol Hill,Madison Park,47.63774,-122.27617,Entire home/apt,289,30,30,2021-06-21,0.52,8,239
723846,"The Cozy Cottage in Maple Leaf (UW, Green Lake)",3737272,Cheryl & Steve,Northgate,Maple Leaf,47.69839,-122.31505,Entire home/apt,100,2,143,2021-07-09,2.05,1,322
741699,Seward Park Zen Retreat 苏厄德公园禅撤退,2535710,Matt,Rainier Valley,Columbia City,47.55533,-122.27264,Entire home/apt,212,2,243,2021-06-13,2.85,1,200
748526,Mother in law studio-Ballard/phinne,3932149,Amy,Other neighborhoods,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,86,2021-05-31,0.96,1,309
757840,Hilltop House - 4 Bdrm Queen Anne Primo Location!,3991908,Becky,Queen Anne,East Queen Anne,47.63349,-122.35611,Entire home/apt,404,4,384,2021-06-30,3.87,1,274
769213,Private Garden Apt w/ Soaking Tub,4057441,Kt,Central Area,Minor,47.61058,-122.31593,Entire home/apt,140,5,485,2021-06-13,8.40,1,44
789229,Designer Loft in Pioneer Square,1872473,Trong And Annie,Downtown,Pioneer Square,47.59393,-122.33262,Entire home/apt,155,30,123,2019-11-23,1.22,1,365
793629,Cheery Seattle House with View,4181120,Candace,Beacon Hill,North Beacon Hill,47.57734,-122.31492,Entire home/apt,101,5,303,2021-07-08,3.20,1,12
794633,Guest House in Madison Valley,2012892,Julius,Central Area,Harrison/Denny-Blaine,47.62385,-122.29204,Entire home/apt,75,30,535,2021-05-31,7.00,1,41
841274,Goat Hill House Apartment,4133943,Jill,Rainier Valley,Mount Baker,47.58548,-122.29458,Entire home/apt,93,3,135,2021-07-08,1.81,1,256
844939,"Five Star Downtown Designer Urban Suite, Space Needle View",4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,175,2,142,2020-04-04,7.12,2,234
846763,Right at Home in Ravenna,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,42,30,72,2021-05-01,0.70,1,39
877203,In Jimi Hendrix's neighborhood 2,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,97,2021-07-12,1.34,2,344
879181,In Jimi Hendrix's neighborhood 3,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,91,2021-06-25,1.89,2,324
902243,"LOCATION! WiFi, Luxury 2br/2ba/LOCATION PRKG!",8243075,Lori,Downtown,Belltown,47.61659,-122.34484,Entire home/apt,379,2,111,2021-06-22,4.05,4,264
902609,Private studio in Seattle,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,81,2,196,2021-06-20,1.96,3,326
904057,Seattle Mini Home with Hot Tub and Private Deck,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,129,3,427,2021-07-11,6.05,1,243
942490,Charming Greenwood neighborhood flat,4705328,Lisa,Other neighborhoods,Greenwood,47.68726,-122.36279,Private room,104,2,122,2021-06-01,1.43,1,338
948077,THE COTTAGE - a garden oasis on Capitol Hill,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,190,2,364,2021-06-19,15.00,1,283
977722,serene apartment close to UW,5282519,Elizabeth,University District,University District,47.66668,-122.30514,Entire home/apt,83,30,157,2021-06-15,1.97,1,75
1000883,Westside Hideaway,5486919,Nicole,West Seattle,North Admiral,47.58246,-122.39668,Entire home/apt,125,3,186,2021-06-30,3.20,1,29
1012003,Capitol Hill Gem in Great Location,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,2,36,2019-10-20,0.37,1,194
1022135,"Contemporary, Cozy, and Warm Home",5387574,Sara,Northgate,Haller Lake,47.70662,-122.34358,Private room,82,30,9,2018-11-20,0.09,1,88
1023693,"Get Cozy at a Hip, Vintage-Style Retreat",5635244,Shannon,Ballard,Whittier Heights,47.67936,-122.3704,Entire home/apt,98,4,283,2021-07-07,7.39,2,189
1042022,Perfect Location by Lake Washington,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,129,2,287,2021-07-11,3.93,1,299
1043194,Bright CityView next to Convention Ctr,3294357,Rachel & Grace,Downtown,First Hill,47.61107,-122.32888,Entire home/apt,175,30,50,2020-08-22,1.12,4,326
1048798,"West Seattle Home, Dazzling View, Quiet & Tranquil",5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,263,2,343,2021-07-06,8.54,1,200
1090449,Comfy 1 Bdrm Capitol Hill Apartment,2739131,Chad & Ruben,Capitol Hill,Broadway,47.61769,-122.32645,Entire home/apt,69,2,372,2021-06-19,6.27,1,68
1097520,Relaxed sophistication in Mt. Baker,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,101,3,254,2021-07-06,5.79,1,299
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,135,6,46,2020-02-15,0.48,1,315
1114695,"100s Walkscore Garage Deck, Zoo, Green Lake, Fire Place.",165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,335,25,72,2021-04-25,2.30,4,169
1121599,Classic Tug Boat,6153856,Sean,Cascade,Westlake,47.63425,-122.34046,Entire home/apt,167,30,486,2021-06-25,6.89,1,324
1122236,MODERN LUXURY on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,199,30,137,2021-04-24,1.62,8,303
1125133,Elegant & Quiet walk to UW (49),3074414,Melissa,University District,University District,47.65908,-122.31771,Entire home/apt,91,30,35,2020-12-08,1.48,104,195
1142010,Small artsy house in vibrant Columbia City,928640,Carla,Rainier Valley,Columbia City,47.5533,-122.27682,Entire home/apt,70,30,0,,,1,111
1150519,Classic Craftsman - 95 Walk Score!,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,282,30,17,2018-06-27,0.17,1,197
1157083,Modern 2BR/2BA By ConventionCenter,3294357,Rachel & Grace,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,265,3,59,2021-04-30,0.76,4,324
1159111,St. John's Apt. 203 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,230,3,120,2021-06-06,1.77,5,147
1159226,St. John's Apt. 304 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,204,3,65,2021-06-10,0.88,5,118
1171574,Private Room and Central,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,76,4,488,2021-06-29,6.64,2,307
1175308,Ballard oasis in the pacific Northwest,6432543,Jenny,Ballard,Loyal Heights,47.6781,-122.38932,Entire home/apt,150,6,13,2019-08-21,0.13,1,198
1190224,A Quiet Room in a House by the Lake,6506114,Andy,Lake City,Matthews Beach,47.69414,-122.27722,Private room,60,30,30,2019-07-22,0.63,2,365
1190571,A Quiet Room in a House by the Lake,6506114,Andy,Lake City,Matthews Beach,47.69413,-122.2762,Private room,60,30,27,2019-07-21,0.37,2,365
1219691,Sweet 1920's cottage in N. Seattle,6654033,"April, Mike, And Maggie",Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,149,30,64,2021-05-31,1.30,1,74
1256892,Daisy Mae's Guest Space - Phinney Ridge,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,225,2021-07-06,2.30,1,180
1260259,Zen Garden Oasis,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,159,5,105,2021-07-11,1.19,1,135
1273432,Mod Green Built Home Central Seattle,6931145,Karen,Central Area,Minor,47.60188,-122.30785,Entire home/apt,279,3,30,2019-09-03,0.31,1,26
1301535,2 Huge Private Rooms + Common Area,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,1,272,2021-06-25,3.74,2,126
1351716,Sparkling Clean Guest House: Short/Long Rental,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,145,30,248,2021-06-16,6.44,1,119
1355094,Capitol Hill Excursion,5112492,Leah,Capitol Hill,Broadway,47.62195,-122.32262,Private room,34,30,169,2021-06-30,3.87,4,94
1356339,"Capitol Hill MODERN Apt,Great Location!",1121532,Melissa,Capitol Hill,Broadway,47.62235,-122.32594,Entire home/apt,199,2,171,2021-06-21,2.30,8,293
1365882,Serene W/D walk to UW/U Village 203,3074414,Melissa,University District,University District,47.66178,-122.30149,Entire home/apt,112,30,34,2021-04-13,0.39,104,303
1407502,Private garden room in hip Ballard,6136210,Nicole,Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,2019-08-26,0.45,1,354
1417880,Center UW 2 beds large Quiet  (210),3074414,Melissa,University District,University District,47.66139,-122.31495,Entire home/apt,86,30,27,2020-11-19,0.79,104,196
1439237,Beautiful Madrona Large Private,7730805,Stephanie,Central Area,Leschi,47.6076,-122.29081,Private room,88,31,92,2019-07-15,1.10,1,316
1484595,Steps to UW Center of attraction Modem & Cable TV,3074414,Melissa,University District,University District,47.65865,-122.31784,Entire home/apt,95,30,33,2021-06-07,0.40,104,327
1488166,Entire Ballard Home - Beautiful Sunset Hill,1212520,Jeremy And Rachael,Ballard,Sunset Hill,47.67595,-122.40073,Entire home/apt,425,7,66,2020-07-30,0.78,4,0
1494828,Modern and Clean 2 Bedroom in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63996,-122.32414,Entire home/apt,142,30,235,2021-07-05,3.93,6,219
1520501,Io House (bunk 2L) - SLU walkable,1243056,Andy,Capitol Hill,Broadway,47.62463,-122.32021,Shared room,75,30,7,2019-09-03,0.08,2,0
1531351,Strong WiFi 3 Min walk UW Clean (7),3074414,Melissa,University District,University District,47.65745,-122.31625,Entire home/apt,87,30,31,2018-10-05,0.40,104,327
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,University District,University District,47.66502,-122.30352,Entire home/apt,100,30,64,2020-10-19,1.33,104,253
1539463,Private room/bath - Madrona/Seattle,5312600,Rainer,Central Area,Mann,47.61367,-122.29716,Private room,88,25,62,2021-06-26,0.86,3,84
1541705,Quiet Room U Village Private Entrance /UW (3),3074414,Melissa,Other neighborhoods,Ravenna,47.66685,-122.295,Private room,59,30,34,2019-11-01,0.57,104,287
1546870,Entire Townhouse in Fremont near Gas Works Park,1921132,Matthew,Other neighborhoods,Wallingford,47.64983,-122.33457,Entire home/apt,175,1,54,2021-06-27,1.40,1,1
1556170,1 Bdrm N. Beacon Hill Apt-West Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57352,-122.30891,Entire home/apt,67,30,131,2021-07-02,6.05,2,255
1562643,Renovated 1904 Capitol Hill classic,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Entire home/apt,260,3,75,2021-07-05,1.04,3,254
1579615,"Ballard, Seattle cozy studio apt. with king bed",4384828,Monique,Ballard,Adams,47.67566,-122.38795,Entire home/apt,125,3,232,2021-07-10,2.45,1,288
1588658,Walk to Campus From a New University District Apartment,3593244,Brittni,University District,University District,47.67075,-122.31444,Entire home/apt,214,2,72,2021-06-13,2.44,1,120
1588941,Private backyard studio in Ballard,5692720,Amy,Ballard,Whittier Heights,47.68413,-122.37347,Private room,88,2,105,2021-06-22,2.15,1,0
1589681,Ballard Cottage,681242,Heather,Ballard,Loyal Heights,47.67909,-122.38422,Entire home/apt,76,1,297,2021-04-14,12.66,1,61
1589732,Relaxing Short walk to UW (5),3074414,Melissa,University District,University District,47.65884,-122.31809,Entire home/apt,78,30,26,2021-05-18,0.53,104,333
1593991,"Sequim, Olympic Mountains Wa",8501598,Stan,Other neighborhoods,North Beach/Blue Ridge,47.69106,-122.38337,Private room,150,30,46,2015-08-19,0.65,1,365
1599010,Center UW Large Wood Floor King bed walk UW (104),3074414,Melissa,University District,University District,47.66135,-122.31503,Entire home/apt,82,30,17,2021-06-12,0.62,104,229
1603408,"Short walk to UW, Remodeled Serene (47)",3074414,Melissa,University District,University District,47.65891,-122.31745,Entire home/apt,95,3,43,2021-03-30,0.67,104,303
1629525,Forest Street Guest House,8660724,Deb,Beacon Hill,North Beacon Hill,47.57654,-122.30205,Private room,46,30,2,2018-11-30,0.05,3,339
1647216,"Center UW New, Fancy & Cute, 04",3074414,Melissa,University District,University District,47.66281,-122.31305,Entire home/apt,79,30,23,2021-03-24,0.30,104,317
1684236,Seattle Downtown Attractions & Convention Center,8905591,David,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,100,20,182,2020-11-22,2.83,1,200
1686930,Walk to Space Needle Vintage View House,8916363,Paige,Queen Anne,West Queen Anne,47.63059,-122.36509,Entire home/apt,208,1,405,2021-07-04,5.77,2,15
1687322,Modern spacious 1bd downtown,5040664,Adam,Capitol Hill,Broadway,47.61526,-122.32558,Entire home/apt,500,30,31,2016-06-03,0.34,1,180
1696015,Waterfront on Northshore of Seattle's Elliott Bay,8956137,William,Magnolia,Briarcliff,47.63232,-122.39463,Entire home/apt,450,30,41,2020-08-25,0.46,3,318
1696194,WATERFRONT BEACH BUNGALOW,8956137,William,Magnolia,Briarcliff,47.63236,-122.39476,Entire home/apt,165,30,54,2019-09-02,0.63,3,195
1696389,Luxury  View Home Queen Anne Neighborhood,8956137,William,Queen Anne,West Queen Anne,47.6304,-122.37041,Entire home/apt,387,30,2,2021-01-30,0.06,3,257
1716901,Charming one bed apt - Capitol Hill,3650951,Candace,Capitol Hill,Broadway,47.61884,-122.32476,Entire home/apt,84,3,103,2021-07-01,2.13,1,12
1737244,Your Warm  Retreat,9148911,Constance,Other neighborhoods,Bryant,47.67148,-122.28099,Private room,71,30,39,2019-07-31,0.64,1,300
1758935,Ethiopian cottage #1/Private Bath,3401993,Beth,Rainier Valley,Mount Baker,47.57005,-122.285,Private room,45,30,513,2018-09-23,6.11,2,120
1764100,Center UW Chic Clean & Comfy 309,3074414,Melissa,University District,University District,47.66316,-122.31276,Entire home/apt,104,30,50,2020-10-01,1.30,104,320
1773803,View Emerald City Jewel Apt UW 1BD Great Location,8026420,Sheldon,University District,University District,47.6568,-122.31299,Entire home/apt,92,30,304,2019-12-08,3.54,2,334
1775016,Master Suite A in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,92,1,334,2021-06-27,5.38,3,296
1802663,Urban Oasis Within Wallingford home,9450725,Ron,Other neighborhoods,Wallingford,47.65428,-122.33766,Entire home/apt,107,2,262,2021-07-09,5.53,1,132
1807936,JazzBb,3464851,Ev,Northgate,Maple Leaf,47.70265,-122.31618,Entire home/apt,100,30,26,2019-11-10,0.68,1,315
