id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14166842,Contemporary home in historical Queen Anne,85720083,Cheryl,Queen Anne,East Queen Anne,47.63895,-122.34742,Private room,79,2,405,2020-03-01,8.53,1,95
14167055,Sleep in Seattle close to all,43281593,Ann,Magnolia,Southeast Magnolia,47.64644,-122.39376,Private room,98,30,9,2019-09-01,0.18,2,89
14183117,New Listing Center UW Rustic Top Corner (305),3074414,Melissa,University District,University District,47.66293,-122.31369,Entire home/apt,99,1,18,2021-07-11,0.72,104,137
14186845,James's Queen Anne guest house,24988433,James,Queen Anne,West Queen Anne,47.63461,-122.36677,Entire home/apt,95,2,207,2021-07-11,4.19,1,289
14187192,Chic Flat. Trendy Neighborhood. Great Dining.,18947211,John,Downtown,Belltown,47.61535,-122.34131,Entire home/apt,133,2,364,2021-07-12,7.39,2,276
14201915,Beautiful room in a spectacular location!,86165300,Jared,Seward Park,Seward Park,47.56564,-122.26987,Private room,85,3,37,2021-07-12,0.72,1,324
14213134,"Alki Beach UPSTAIRS apt, Air C, W/D deck, 400 wifi",84774732,Mardy & Kate,West Seattle,Alki,47.5766,-122.41501,Entire home/apt,256,1,188,2021-07-07,5.25,2,139
14217071,"Steps to UW, clean and breezy (18)",3074414,Melissa,University District,University District,47.6584,-122.31743,Entire home/apt,90,30,9,2021-06-10,0.15,104,326
14220168,Meadowbrook Neighborhood Quiet Room,72207110,Cheryl & John,Lake City,Cedar Park,47.71758,-122.28934,Private room,55,1,117,2021-07-13,4.49,1,72
14240147,"Cute, updated, vintage 1 bed home near Seward park",24228450,Jenny,Seward Park,Seward Park,47.55283,-122.26943,Entire home/apt,101,30,88,2021-05-31,1.83,1,105
14264764,Mid-century Modern Style in the Heart of Seattle,379579,Christine,Downtown,Yesler Terrace,47.60008,-122.31816,Entire home/apt,95,30,67,2020-09-18,1.37,1,42
14371730,Full Basement (Self Check in) - Great Location!,282560,Rama & Tania,Other neighborhoods,Wallingford,47.65857,-122.32707,Private room,60,7,80,2021-06-24,1.66,1,276
14407413,Warm family home in Greenlake,9453180,Lara,Other neighborhoods,Ravenna,47.67984,-122.30941,Entire home/apt,275,30,3,2021-02-05,0.16,1,101
14410216,New Listing! Walk to UW Spacious bedroom (53),3074414,Melissa,University District,University District,47.65907,-122.31588,Entire home/apt,86,45,6,2019-08-31,0.10,104,303
14455104,"Rambler Home, Centrally located, Leschi, 1500sqft",89042696,Hung,Central Area,Leschi,47.59865,-122.29651,Entire home/apt,279,1,176,2021-07-01,3.01,3,305
14465929,North Capitol Hill Gem,70667886,Lisa,Capitol Hill,Stevens,47.62863,-122.30542,Entire home/apt,625,7,1,2021-06-14,1,1,161
14468790,Modern 1 BD Suite Close to Cap Hill and Downtown,89175627,Saad,Central Area,Madrona,47.61599,-122.29402,Entire home/apt,105,7,40,2021-07-07,1.10,1,47
14469907,City Traveler's Paradise!,50913131,Seattle,Downtown,Central Business District,47.60557,-122.33943,Entire home/apt,129,30,0,,,1,255
14495593,"3-minutes WALK to UW, Clean Fast Internet (38)",3074414,Melissa,University District,University District,47.65761,-122.31607,Entire home/apt,91,3,20,2021-05-28,0.87,104,20
14502893,Charming studio in a great location,83094329,Saša,Ballard,West Woodland,47.67147,-122.3646,Entire home/apt,67,2,53,2021-07-12,1.00,1,10
14522498,Clean home on top of Queen Anne Hill,88020855,Jonathan,Queen Anne,East Queen Anne,47.64096,-122.35202,Entire home/apt,125,30,182,2020-05-02,5.03,2,216
14577606,Dolce Vita - A Private Studio. No Shared Spaces,90344123,Eric,Queen Anne,West Queen Anne,47.63899,-122.36483,Entire home/apt,80,2,133,2021-05-31,5.86,1,253
14610580,Downtown Heart - Walk to Everything,40243315,Olivia,Downtown,Belltown,47.61756,-122.34662,Entire home/apt,91,1,351,2021-06-22,7.13,1,14
14670084,Home centrally located in Wallingford,32012113,Kerry,Other neighborhoods,Fremont,47.65525,-122.34327,Entire home/apt,200,30,4,2020-11-03,0.07,1,39
14683894,"Tranquil Garden View w/ A/C, Reading Desk, & Couch",78286472,Shan,Beacon Hill,North Beacon Hill,47.58579,-122.31092,Private room,101,1,178,2021-07-05,3.10,3,5
14696993,[Separate Structure / Deep Clean] Private Studio,13786062,Lucy,Other neighborhoods,Wallingford,47.66762,-122.33086,Entire home/apt,82,2,227,2021-06-09,4.65,4,7
14711760,Bright & Convenient Squire Park Apartment,87816533,Stefan,Central Area,Minor,47.60427,-122.30702,Entire home/apt,123,5,160,2021-06-03,4.29,2,33
14716424,Spacious 4bd Victorian in Wallingford with Views,282364,Meade,Other neighborhoods,Wallingford,47.65881,-122.32928,Entire home/apt,525,30,10,2018-08-12,0.21,1,99
14716499,Charming Wallingford Apartment,91586609,Saysha,Other neighborhoods,Wallingford,47.65882,-122.33235,Entire home/apt,98,3,27,2020-08-31,0.54,1,154
14717074,Garden View Apartment,21922223,Karra,Rainier Valley,Mount Baker,47.58179,-122.29518,Entire home/apt,113,2,132,2021-06-20,3.57,1,298
14760988,"Spacious, gorgeous loft with tons of character",1838818,Kia,Downtown,Pioneer Square,47.60145,-122.33085,Entire home/apt,160,2,165,2021-06-23,2.82,6,105
14790057,Greenlake room in modern townhouse,32734364,Peter,Other neighborhoods,Phinney Ridge,47.68281,-122.34657,Private room,115,30,6,2018-08-12,0.10,1,365
14790343,Cozy Queen Anne Apartment for 4 with parking!,11246556,Kari,Queen Anne,North Queen Anne,47.64168,-122.37407,Entire home/apt,91,1,243,2020-06-15,6.41,1,134
14841017,"Classic retreat.12 min to DT, Sanitized Near Park.",89929099,Tess,Capitol Hill,Stevens,47.63126,-122.31044,Entire home/apt,318,2,180,2021-06-24,3.29,1,28
14872179,Customized Urban Chic Condo with Balcony,5644416,Courtney,Queen Anne,East Queen Anne,47.62854,-122.34455,Entire home/apt,182,2,289,2021-07-10,5.66,2,121
14872823,Close to city center and airport! (#1),81340762,Eric,Rainier Valley,Columbia City,47.56978,-122.29253,Private room,50,30,139,2020-11-16,2.92,2,278
14886497,New and Cosy Apartment in Heart of the City,15286874,Connie,Other neighborhoods,Ravenna,47.67064,-122.29151,Private room,80,2,65,2021-06-13,1.20,1,11
14902010,Convenient and Comfortable Capitol Hill Apartment,88232958,Patti,Capitol Hill,Stevens,47.62188,-122.30232,Entire home/apt,93,1,130,2021-07-10,3.39,1,273
14902204,Private Ballard Backyard Cottage with Natural Light,55061165,Bev & Grant,Ballard,Adams,47.67589,-122.3879,Entire home/apt,102,2,425,2021-07-14,12.12,1,24
14903598,Alki Hideaway Steps 2Beach/Private Patio/Fast WiFi,78134139,Michael,West Seattle,Alki,47.57802,-122.41361,Entire home/apt,154,3,127,2021-06-27,3.77,5,176
14917821,Luxurious Nest in downtown Fremont,14012754,Lara,Other neighborhoods,Fremont,47.65587,-122.35574,Entire home/apt,80,30,158,2021-06-04,5.31,4,243
14918819,Hamlin Street Casa- charming cottage steps from UW,75505193,Caleb And Sharsti,Capitol Hill,Montlake,47.64581,-122.30807,Entire home/apt,119,5,156,2021-05-31,2.72,1,28
14928686,Close to city center and airport! (#2),81340762,Eric,Rainier Valley,Columbia City,47.56917,-122.29388,Private room,50,30,175,2020-10-19,3.47,2,278
14991780,Capitol Hill Estate,60805143,Rebecca,Capitol Hill,Broadway,47.62109,-122.31637,Entire home/apt,525,3,50,2020-03-15,1.46,1,300
15028921,(NEW) Wallingford Cottage with Stunning Views!,23549241,Kate,Other neighborhoods,Wallingford,47.65655,-122.33763,Entire home/apt,130,30,93,2021-06-26,3.72,1,264
15053620,Cozy Private Unit in Central Capitol Hill,11398060,Matt,Capitol Hill,Broadway,47.61909,-122.31879,Entire home/apt,117,1,383,2021-06-12,10.45,1,50
15109066,Stylish Basement Apt By Lake Wash/Downtown-LT Only,74727763,Malinda,Rainier Valley,Mount Baker,47.58301,-122.29066,Entire home/apt,162,30,108,2021-05-28,2.19,2,317
15111676,Serene Sun-filled Urban Escape with Lake Views!,5797957,Darren,Other neighborhoods,Green Lake,47.68631,-122.34131,Entire home/apt,234,2,88,2021-06-06,3.41,1,275
15117022,Hill Top Flat with wifi & parking & A/C,91879440,Diane,Queen Anne,East Queen Anne,47.6387,-122.35448,Entire home/apt,199,30,76,2020-07-15,1.70,1,307
15159094,Sweet Seattle Vibe ~ Gorgeous Apartment by Lake,86916137,Paula,Seward Park,Seward Park,47.55997,-122.26784,Entire home/apt,135,2,196,2021-06-28,3.91,1,1
15160598,Contemporary accessible studio in the city,14416668,Mahi,Rainier Valley,Mount Baker,47.56783,-122.28526,Entire home/apt,122,2,144,2021-07-08,2.49,1,138
15164797,"Beautiful West Seattle studio, close to Alki Beach",17581212,Tim And Arlene,West Seattle,North Admiral,47.58052,-122.39735,Entire home/apt,91,2,114,2021-07-11,2.24,1,282
15178392,Pike Place Downtown Central Seattle Water Views!,96339756,Julie,Downtown,Central Business District,47.60946,-122.33841,Entire home/apt,295,7,42,2021-06-18,0.73,1,237
15221864,Generous Daylit Studio in Perfect Location,4244686,Emily,Capitol Hill,Stevens,47.62117,-122.30956,Entire home/apt,87,1,163,2021-06-26,3.33,1,96
15248093,Gorgeous Alki Beach Waterfront Home!,75006081,Patricia,West Seattle,Alki,47.58685,-122.39609,Entire home/apt,500,3,12,2019-08-22,0.42,1,194
15255673,Charming Capitol Hill Studio/Loft w Rooftop Access,2134209,Benjamin,Capitol Hill,Broadway,47.61675,-122.32459,Entire home/apt,90,30,241,2020-01-01,6.61,4,222
15281555,Cozy Getaway in Green Lake/Wallingford,80750480,Jennifer,Other neighborhoods,Wallingford,47.6702,-122.32972,Entire home/apt,85,3,83,2021-07-10,1.64,1,22
15288743,Inverness,97324046,Geeta,Lake City,Matthews Beach,47.693,-122.27243,Entire home/apt,130,30,39,2019-11-06,1.65,1,179
15299300,Fremont - Heart of Historic Fremont,44468800,Greg,Other neighborhoods,Fremont,47.65332,-122.35046,Entire home/apt,110,2,165,2021-04-17,3.33,2,282
15299411,Seattle Historic Fremont Remodel,44468800,Greg,Other neighborhoods,Fremont,47.65253,-122.34862,Entire home/apt,125,2,184,2021-06-24,3.47,2,296
15299612,Ballard HQ: Walk everywhere!,2033580,Anthony,Ballard,Adams,47.6741,-122.39078,Entire home/apt,125,2,171,2021-07-11,6.11,1,32
15318650,"3 bedrooms 2 baths house, centrally located",89042696,Hung,Central Area,Leschi,47.59655,-122.29647,Entire home/apt,183,1,39,2021-01-16,1.54,3,16
15337460,Cozy & clean Ballard private apartment w/parking,50246148,Natasha & Ken,Other neighborhoods,Crown Hill,47.69394,-122.38228,Entire home/apt,149,3,183,2021-03-27,7.54,1,320
15359889,QUEEN ANNE 2BD CONDO #3 WITH IT'S OWN PRIVATE DECK,97413943,John,Queen Anne,Lower Queen Anne,47.62875,-122.35869,Entire home/apt,332,4,50,2021-07-01,1.44,2,314
15362150,Spacious in Quiet West Seattle,54669634,Paul,Delridge,Riverview,47.53723,-122.35582,Entire home/apt,120,30,99,2021-05-31,2.81,7,39
15365615,"2 bd 2 ba house, centrally located",89042696,Hung,Central Area,Leschi,47.59605,-122.29656,Entire home/apt,160,1,42,2020-09-03,1.06,3,16
15381188,"Harbor Steps, Downtown, Water Views! Huge 1400 sf!",54518454,Debra,Downtown,Central Business District,47.60683,-122.33862,Entire home/apt,503,2,18,2021-03-30,0.47,10,284
15407769,Tranquil retreat yet close to the best of Seattle!,85152563,Laura,Other neighborhoods,Broadview,47.71615,-122.36326,Entire home/apt,91,2,278,2021-07-04,5.86,1,248
15407909,Queen Anne Oasis,34002693,Jeffrey,Queen Anne,North Queen Anne,47.64381,-122.36719,Entire home/apt,726,3,108,2021-05-23,3.50,1,189
15408985,QUEEN ANNE 2BD CONDO # 1  - AC - SUNNY & BRIGHT,97413943,John,Queen Anne,Lower Queen Anne,47.62692,-122.35748,Entire home/apt,332,4,22,2021-04-26,0.43,2,306
15438530,Modern Private Apartment near Beacon Hill Station,1318247,Ethan & Sarita,Beacon Hill,North Beacon Hill,47.5855,-122.31244,Entire home/apt,175,2,298,2020-11-27,5.55,1,17
15456841,Smart Townhome Quiet Ballard (Fast Internet),95570325,Amir,Other neighborhoods,Phinney Ridge,47.67879,-122.36343,Entire home/apt,335,4,201,2021-07-04,5.07,1,47
15464261,PrivateFlat in 💚of Historic Ballard/Seattle w/view,83564971,Giovanna,Ballard,Adams,47.66853,-122.39325,Entire home/apt,199,2,119,2021-06-17,2.09,1,306
15537773,Renovated Top Floor Apartment with Sweeping Views,49819362,Eliza,Queen Anne,North Queen Anne,47.65051,-122.37506,Entire home/apt,225,28,193,2021-06-08,3.73,3,162
15548833,Classic Seattle 5 bedroom with all-city access,28739796,Allison,Capitol Hill,Stevens,47.63166,-122.30683,Entire home/apt,450,30,41,2019-12-01,0.76,1,143
15550339,Historic University Townhouse,99528063,Alexandra,University District,University District,47.66123,-122.31913,Entire home/apt,227,2,259,2021-07-11,5.46,1,327
15554062,Fantastic Downtown Location! Chic + Free Parking!,100126629,Phuong,Downtown,Belltown,47.61461,-122.34632,Entire home/apt,132,2,263,2021-06-30,5.49,1,54
15598375,"Hip Cap Hill 1 Bedroom, secure parking Super Host!",14231704,Phoenix,Capitol Hill,Broadway,47.61449,-122.31313,Entire home/apt,130,2,238,2021-06-27,6.69,1,27
15624292,Greenwood cabin room in Craftsman house,84891625,Lisa Yoga,Other neighborhoods,Greenwood,47.69799,-122.3483,Private room,50,30,4,2017-07-29,0.08,3,72
15625389,Quiet Garden Level Studio at Lincoln Park,23130430,Cindy,West Seattle,Fauntleroy,47.52831,-122.38773,Entire home/apt,80,2,85,2021-06-27,1.70,1,134
15633363,JP's 2nd Floor Big Room,52009006,Joseph,Cascade,Westlake,47.63732,-122.34143,Private room,64,30,19,2020-01-29,0.37,1,90
15634259,Great For Business Professionals,100819815,Michael,Ballard,West Woodland,47.67477,-122.3612,Private room,45,90,0,,,1,82
15647498,2BR+bath on private floor of house,60642090,Jerome,Central Area,Minor,47.61353,-122.30682,Private room,115,2,14,2019-09-02,0.58,1,20
15665134,Ravenna Garden Suite w/ Private Entrance,39396688,Arden,Other neighborhoods,Roosevelt,47.68842,-122.30804,Entire home/apt,107,2,162,2021-06-28,2.99,1,47
15700294,"Downtown condo historic Austin Bell, parking incl",10534771,Lisa,Downtown,Belltown,47.61177,-122.34519,Entire home/apt,100,30,11,2021-01-15,0.44,1,298
15746020,Comfortable Room in Modern Townhome,799089,Michael,Magnolia,Lawton Park,47.65131,-122.38309,Private room,91,30,31,2021-02-14,0.62,1,61
15792703,Private Tiny House with view near Alki Beach,22903020,Owen,West Seattle,North Admiral,47.58265,-122.39876,Entire home/apt,130,3,58,2021-07-03,1.43,1,29
15816866,Colorful Cottage Close to Lake Washington,93010837,Molly,Rainier Valley,Columbia City,47.56077,-122.28043,Entire home/apt,195,2,206,2021-04-18,6.08,1,257
15820436,Speechless In Seattle! #1 Location - 2BR - Extra Sanitized - Free Parking! (VR1),71872719,Abe & Dave,Downtown,Belltown,47.61726,-122.34925,Entire home/apt,417,3,267,2021-06-28,4.97,1,298
15832847,Lovely loft in historic downtown Seattle,1838818,Kia,Downtown,Pioneer Square,47.5998,-122.33273,Entire home/apt,100,30,99,2021-05-15,1.74,6,142
15859042,"Mini home, away from home, in the heart of Seattle",71500140,Danish,Downtown,Belltown,47.61441,-122.34171,Entire home/apt,89,30,231,2021-06-24,6.51,1,100
15885497,Private 1Bdr Apt Cap Hill / Parking / Kitchenette,50608719,Pete,Capitol Hill,Portage Bay,47.64463,-122.31898,Entire home/apt,96,1,459,2021-06-27,9.21,1,135
15917796,Charming Carriage House in the heart of the city,38021932,Rocky,Capitol Hill,Montlake,47.64017,-122.32271,Entire home/apt,128,30,29,2021-05-31,0.56,2,320
15927940,Climb into the Plush Bed to Doze at a Tranquil Urban Retreat,9840816,Matthew,Capitol Hill,Broadway,47.61456,-122.32373,Entire home/apt,102,1,367,2021-07-03,8.33,4,262
15955405,One of a Kind Queen Anne Home,103598424,Amanda,Queen Anne,West Queen Anne,47.62806,-122.36481,Entire home/apt,399,30,21,2021-04-04,0.44,1,345
15967039,Newly Renovated Private Suite in Ballard,57785965,Paola,Ballard,West Woodland,47.66782,-122.36389,Private room,88,1,45,2021-07-11,0.83,1,223
15975033,Peaceful West Seattle Retreat - Self-contained,3805377,Beth,West Seattle,Genesee,47.56682,-122.37798,Entire home/apt,71,1,170,2021-07-05,4.29,1,103
15984482,Armour Street Apartment,103858623,Susan,Magnolia,Southeast Magnolia,47.64323,-122.39547,Entire home/apt,159,3,58,2021-06-05,1.53,1,305
16000099,Capitol Hill Studio with designated parking spot,1548003,Michael,Capitol Hill,Stevens,47.62142,-122.30157,Entire home/apt,95,2,174,2021-06-26,4.91,5,314
16000287,CAPITOL HILL 2 BEDROOM SUITE,1548003,Michael,Capitol Hill,Stevens,47.61823,-122.30891,Entire home/apt,201,2,177,2021-07-13,4.93,5,325
16000373,CAPITOL HILL LARGE 1 BED SUITE,1548003,Michael,Capitol Hill,Stevens,47.61876,-122.30712,Entire home/apt,160,2,124,2021-07-09,5.43,5,316
16000566,CAPITOL HILL EXPERIENCE 3,1548003,Michael,Capitol Hill,Stevens,47.61876,-122.30712,Entire home/apt,95,30,128,2021-06-12,2.66,5,217
16000623,CAPITOL HILL EXPERIENCE 4,1548003,Michael,Capitol Hill,Stevens,47.61965,-122.30677,Entire home/apt,99,30,126,2021-05-07,2.30,5,346
16027121,Spacious Magnolia Studio Minutes from Downtown,1806062,Nathan,Magnolia,Southeast Magnolia,47.64539,-122.38491,Entire home/apt,182,1,106,2021-07-08,1.87,1,282
16027567,Private Modern Bed in Capitol Hill,35161537,Manasa,Central Area,Mann,47.61961,-122.30141,Private room,101,1,197,2021-06-27,4.12,2,5
16033188,Clean & Large Modern Private Suite with 5 Windows,4286083,Christine,Other neighborhoods,Fremont,47.66059,-122.35081,Private room,109,2,95,2021-07-05,2.64,1,114
16054161,The Haven in Maple Leaf B,44186779,Maggie,Northgate,Maple Leaf,47.69299,-122.30697,Entire home/apt,70,30,164,2020-09-29,4.06,2,192
16069222,Cozy and convenience in West Seattle,33244493,Thanh,Delridge,Riverview,47.54601,-122.35623,Private room,30,30,3,2018-11-11,0.09,1,145
16079760,Cozy Corner Room,48441443,Savannah,Central Area,Minor,47.61091,-122.31449,Private room,82,30,1,2018-05-19,0.03,6,365
16087546,Modern apt in the heart of Seattle!,20092030,Parth,Capitol Hill,Broadway,47.62069,-122.32451,Entire home/apt,89,30,22,2021-03-17,0.40,1,282
16133111,West Seattle Retreat,13202506,Laura,Delridge,South Delridge,47.53574,-122.36085,Private room,45,30,51,2018-10-03,0.96,1,191
16133871,Private Apartment in great location!,34128435,Brandon,Central Area,Minor,47.60371,-122.3141,Entire home/apt,176,2,129,2021-06-20,2.71,1,141
16177116,Charming 3bd Home! Near UW & Children's + Parking,104193136,Levi,Other neighborhoods,Bryant,47.67331,-122.28282,Entire home/apt,300,30,89,2021-03-24,3.71,2,55
16232208,"98115,  UW, Childrens and NW Hospital and Downtown",75107528,Jody And Ray,Other neighborhoods,Wedgwood,47.69722,-122.28281,Entire home/apt,299,30,35,2020-12-17,1.49,1,221
16256640,Spacious studio apt near Capitol Hill & Seattle U,986445,Tri,Downtown,First Hill,47.6069,-122.31682,Entire home/apt,52,3,262,2021-07-03,5.31,2,2
16260044,2 Bedroom Townhouse,25203301,Özgü,University District,University District,47.66028,-122.29152,Entire home/apt,95,30,1,2021-03-06,0.23,1,256
16283445,3 bedroom Ranch -Top Floor- Quiet on  Cul-du-Sac,54669634,Paul,Delridge,Riverview,47.53723,-122.35582,Entire home/apt,309,30,13,2018-09-02,0.30,7,59
16300855,Awesome view. Huge deck. Fabulous Fremont 2BR.,18497963,Sara,Other neighborhoods,Fremont,47.65377,-122.34354,Entire home/apt,385,2,177,2021-06-29,4.61,2,124
16301175,Penthouse Panorama Urban Oasis,18497963,Sara,Other neighborhoods,Wallingford,47.65492,-122.3424,Entire home/apt,297,2,174,2021-07-01,6.94,2,135
16302080,Beautiful home 10 min from downtown,106661821,Jakob,Delridge,Riverview,47.55235,-122.36177,Entire home/apt,400,30,18,2019-06-15,0.36,1,180
16338772,Spacious 1-BDRM Apartment in West Seattle,43428773,Daniel,West Seattle,Gatewood,47.54299,-122.38441,Entire home/apt,100,2,79,2021-06-28,1.71,1,31
16352541,✤ Wallingford Studio with Caffeine and Smarts ✤,107076441,Karen,Other neighborhoods,Wallingford,47.65291,-122.33535,Entire home/apt,111,30,115,2021-03-26,2.37,3,337
16353693,"Downtown 2BR Convention Ctr, Free Parking. Sharp!",30832,Siena C.C.,Downtown,First Hill,47.61107,-122.32849,Entire home/apt,231,3,226,2021-07-03,4.88,4,67
16389086,"Seattle Tiny House, Beacon Hill",4508551,Katie,Beacon Hill,North Beacon Hill,47.58076,-122.30839,Entire home/apt,104,3,336,2021-06-27,9.13,1,105
16407622,Mountain Themed Suite - Free Parking - Fast WIFI,107500706,Eric,Other neighborhoods,Ravenna,47.67546,-122.30033,Entire home/apt,186,3,43,2021-07-10,2.30,2,309
16412916,"Heart of Seattle! Quiet, friendly Wallingford home",107551754,Shana,Other neighborhoods,Wallingford,47.66773,-122.33511,Private room,75,1,19,2021-06-28,0.76,1,59
16480261,Beautiful home in the heart of West Seattle,9974499,Jenny,West Seattle,North Admiral,47.58083,-122.39216,Entire home/apt,450,30,0,,,1,87
16502894,Modern Gem in Wallingford,63674214,Liz,Other neighborhoods,Wallingford,47.66155,-122.34313,Entire home/apt,189,30,23,2021-01-31,0.44,5,301
16516448,Private Modern Bedroom in Capitol Hill,35161537,Manasa,Capitol Hill,Stevens,47.62166,-122.30008,Private room,91,1,166,2021-07-01,3.67,2,4
16516756,"Sunny, Family Friendly Home in Ballard",108576473,Melissa,Ballard,Sunset Hill,47.67846,-122.39742,Entire home/apt,254,30,19,2020-02-01,0.37,1,311
16519148,Craftsman Corridor - Free Parking - Fast WIFI,107500706,Eric,Other neighborhoods,Ravenna,47.67619,-122.30152,Entire home/apt,197,3,249,2021-07-12,5.93,2,324
16547797,"Pike, Walk-score 99, Loft, Live/visit Capitol Hill",52272417,Emma,Downtown,First Hill,47.61302,-122.32197,Entire home/apt,134,1,353,2021-06-29,8.13,6,288
16579012,"Comfy Studio Apt, close to absolutely everything!",109269285,Stephanie,Queen Anne,North Queen Anne,47.64584,-122.35284,Entire home/apt,109,30,171,2021-07-07,3.71,1,107
16602889,Cozy Base Camp (with parking),109483997,Tolle,University District,University District,47.66816,-122.31216,Entire home/apt,95,3,124,2021-05-28,3.57,1,277
16617445,Modern apartment with Space Needle view,4375327,Beatriz,Queen Anne,Lower Queen Anne,47.62697,-122.34691,Entire home/apt,144,1,87,2021-07-13,8.59,1,173
16620899,Luxury Apartment Close to Downtown,453540,Sid,Beacon Hill,North Beacon Hill,47.58697,-122.31028,Entire home/apt,170,30,3,2018-08-12,0.09,5,100
16635898,Beautiful Spacious Home in Belltown!,80333752,Ashley & Mike,Downtown,Belltown,47.61385,-122.34872,Entire home/apt,370,2,193,2021-06-19,4.67,8,75
16638438,Photographer's Home Close To Downtown & Airport,7008342,Heywood & Julia,Beacon Hill,South Beacon Hill,47.51709,-122.2846,Entire home/apt,207,30,225,2021-06-05,4.11,1,77
16650097,"Cozy 1 BR Apartment, Central Loc, Very Walkable",12484049,Christy,Queen Anne,North Queen Anne,47.64189,-122.35581,Entire home/apt,124,2,108,2021-07-09,4.60,1,13
16650261,Spacious Top Floor International District Apt,41285599,Naomi,Downtown,International District,47.59791,-122.3252,Entire home/apt,87,30,185,2021-04-17,4.69,1,157
16690527,Light/Bright/Inviting Udist studio!,22084837,Kristi,University District,University District,47.66724,-122.30883,Entire home/apt,84,2,210,2021-07-10,5.74,1,286
16726705,carriage house,110895565,Ray,Other neighborhoods,Fremont,47.65319,-122.351,Entire home/apt,135,2,97,2021-05-31,1.90,1,268
16727228,Creekside apt. sized for royalty includes Netflix!,58784101,Judy,Other neighborhoods,North Beach/Blue Ridge,47.70024,-122.3916,Private room,110,2,51,2020-09-15,1.06,1,11
16740073,Beautiful French Style Home with Panoramic Views.,111011123,Amy,Queen Anne,Lower Queen Anne,47.63013,-122.36144,Entire home/apt,1200,5,3,2021-07-02,0.06,1,1
16755038,Vintage Studio in North Capitol Hill,98462282,Ethan,Capitol Hill,Broadway,47.62649,-122.32749,Entire home/apt,90,2,90,2021-07-11,1.87,1,11
16767131,Modern Style next to the Convention Center,108482930,Michael,Downtown,First Hill,47.6122,-122.32974,Entire home/apt,245,7,27,2021-07-08,0.51,1,53
16787384,"Stunning Top Flr 2BR Lake,City&Needle Views+Balcny",41556683,Cara,Queen Anne,East Queen Anne,47.62978,-122.34474,Entire home/apt,165,30,10,2020-11-23,0.20,1,222
16807494,Central District Garden Cottage,11297697,Scot,Central Area,Mann,47.60632,-122.29733,Entire home/apt,113,2,211,2021-06-24,4.30,1,277
16807983,Family Friendly Craftsman in Ravenna,111772553,Hellen,Other neighborhoods,Ravenna,47.67796,-122.3091,Entire home/apt,405,30,54,2019-08-09,1.48,3,277
16815738,Cozy private room for extended-stay!,111860199,Wendy,Other neighborhoods,Green Lake,47.68179,-122.32406,Private room,42,4,80,2021-07-09,3.32,1,53
16895409,Bocce Ball House,41381863,Andy,West Seattle,Arbor Heights,47.51567,-122.37127,Entire home/apt,306,3,29,2021-06-27,0.58,1,295
16900385,"✫Vibrant Downtown: King Bed, Work Desk & Kitchen✫",247688301,JT And Mark,Downtown,First Hill,47.61129,-122.33087,Entire home/apt,186,3,111,2021-06-20,3.04,3,329
16928699,Madison Valley Bungalow,113093162,Martin,Central Area,Mann,47.61867,-122.29768,Entire home/apt,120,2,165,2021-07-12,3.26,1,2
16930490,Spacious and bright Capitol Hill Apartment,113112069,Natalia,Capitol Hill,Stevens,47.61784,-122.31238,Entire home/apt,160,2,158,2021-06-28,4.37,1,28
16943987,Capitol Hill Vintage 1-bedroom condo,14239076,Roger,Capitol Hill,Stevens,47.62214,-122.3112,Entire home/apt,70,180,3,2018-06-18,0.06,1,263
16962405,Spectacular Apt in 5-STAR Home -Mt. & Sunset views,40706640,Cathy,Queen Anne,West Queen Anne,47.63194,-122.36813,Entire home/apt,257,3,60,2021-06-19,3.15,1,271
16997899,URBAN REST with Ethernet-Desk Garden View,78286472,Shan,Beacon Hill,North Beacon Hill,47.58609,-122.31104,Private room,92,1,209,2021-07-04,4.20,3,5
17000592,NEEDLE view! CITY CENTER brand new 98 WALKSCORE,15454102,Jen,Queen Anne,Lower Queen Anne,47.61918,-122.35391,Entire home/apt,126,2,111,2021-06-27,2.20,2,10
17011270,Beautiful City Neighborhood Apartment. Queen Anne.,52724121,Clara,Queen Anne,East Queen Anne,47.63347,-122.35193,Entire home/apt,185,30,54,2021-02-22,1.08,1,201
17030061,Beautiful Modern House in Ravenna (near UW),50586425,Melissa,Other neighborhoods,Ravenna,47.6824,-122.29957,Entire home/apt,331,2,208,2021-06-18,4.35,2,103
17031553,Charming Craftsman,88059422,Megan,Ballard,Adams,47.67274,-122.37922,Entire home/apt,199,30,26,2020-01-05,0.53,1,181
17075365,Gorgeous Apartment - Access to Lake and Downtown!,943212,Grace And Benson,Central Area,Leschi,47.60399,-122.29553,Entire home/apt,110,30,37,2021-05-28,0.79,1,163
17094436,Enjoy Northeast Seattle from a Light-Filled Guest Suite,58273695,Blythe,Lake City,Matthews Beach,47.71043,-122.28252,Entire home/apt,115,2,164,2021-07-08,3.37,1,107
17095283,"Clean, Sanitized, Well- Appointed Studio, office.",57960995,Jacki,Ballard,Adams,47.6753,-122.39351,Entire home/apt,119,3,294,2021-07-12,5.59,2,110
